,Date,Trading_Strategy,Transaction_Type,Stock_price,Transaction_amount,Return_money,Rate_of_Return
218,2022-12-02,SMA5&TRIMA5^MA5&TRIMA5,-1,29.0,10000.0,193.0,0.0193
219,2022-12-07,SMA5&TRIMA5^MA5&TRIMA5,1,28.25,10000.0,,
220,2022-12-12,SMA5&TRIMA5^MA5&TRIMA5,-1,28.6000003815,10000.0,123.0,0.0123
221,2022-02-16,SMA5&TRIMA5^MA5&TRIMA5,1,22.7999992371,10000.0,,
222,2022-02-18,SMA5&TRIMA5^MA5&TRIMA5,-1,22.5,10000.0,-131.0,-0.0131
223,2022-02-21,SMA5&TRIMA5^MA5&TRIMA5,1,22.3999996185,10000.0,,
224,2022-02-22,SMA5&TRIMA5^MA5&TRIMA5,-1,21.3999996185,10000.0,-446.0,-0.0446
225,2022-02-25,SMA5&TRIMA5^MA5&TRIMA5,1,20.3999996185,10000.0,,
226,2022-03-03,SMA5&TRIMA5^MA5&TRIMA5,-1,21.2999992371,10000.0,441.0,0.0441
227,2022-03-09,SMA5&TRIMA5^MA5&TRIMA5,1,20.3999996185,10000.0,,
228,2022-03-11,SMA5&TRIMA5^MA5&TRIMA5,-1,20.25,10000.0,-73.0,-0.0073
229,2022-03-16,SMA5&TRIMA5^MA5&TRIMA5,1,20.0,10000.0,,
230,2022-03-21,SMA5&TRIMA5^MA5&TRIMA5,-1,20.6499996185,10000.0,324.0,0.0324
231,2022-03-22,SMA5&TRIMA5^MA5&TRIMA5,1,20.8999996185,10000.0,,
232,2022-03-23,SMA5&TRIMA5^MA5&TRIMA5,-1,20.75,10000.0,-71.0,-0.0071
233,2022-01-10,SMA5&TRIMA5^MA5&TRIMA5,1,20.6499996185,10000.0,,
234,2022-03-28,SMA5&TRIMA5^MA5&TRIMA5,1,20.9500007629,10000.0,,
235,2022-04-01,SMA5&TRIMA5^MA5&TRIMA5,-1,21.7999992371,10000.0,405.0,0.0405
236,2022-04-06,SMA5&TRIMA5^MA5&TRIMA5,1,22.6499996185,10000.0,,
237,2022-04-08,SMA5&TRIMA5^MA5&TRIMA5,-1,21.8500003815,10000.0,-353.0,-0.0353
238,2022-04-12,SMA5&TRIMA5^MA5&TRIMA5,1,21.1000003815,10000.0,,
239,2022-04-15,SMA5&TRIMA5^MA5&TRIMA5,-1,20.25,10000.0,-402.0,-0.0402
240,2022-04-19,SMA5&TRIMA5^MA5&TRIMA5,1,20.2000007629,10000.0,,
241,2022-04-22,SMA5&TRIMA5^MA5&TRIMA5,-1,20.3999996185,10000.0,99.0,0.0099
242,2022-04-27,SMA5&TRIMA5^MA5&TRIMA5,1,18.1000003815,10000.0,,
243,2022-05-09,SMA5&TRIMA5^MA5&TRIMA5,-1,18.7000007629,10000.0,331.0,0.0331
244,2022-01-13,SMA5&TRIMA5^MA5&TRIMA5,-1,20.5,10000.0,1325.0,0.1325
245,2022-05-11,SMA5&TRIMA5^MA5&TRIMA5,1,18.9500007629,10000.0,,
246,2022-05-12,SMA5&TRIMA5^MA5&TRIMA5,-1,18.4500007629,10000.0,-263.0,-0.0263
247,2022-05-16,SMA5&TRIMA5^MA5&TRIMA5,1,18.2999992371,10000.0,,
248,2022-05-19,SMA5&TRIMA5^MA5&TRIMA5,-1,19.5,10000.0,655.0,0.0655
249,2022-05-23,SMA5&TRIMA5^MA5&TRIMA5,1,19.9500007629,10000.0,,
250,2022-05-25,SMA5&TRIMA5^MA5&TRIMA5,-1,20.0,10000.0,25.0,0.0025
251,2022-06-01,SMA5&TRIMA5^MA5&TRIMA5,1,19.7999992371,10000.0,,
252,2022-01-17,SMA5&TRIMA5^SMA5&TRIMA5,1,20.7999992371,34000.0,,
253,2022-06-15,SMA5&TRIMA5^SMA5&TRIMA5,-1,21.1499996185,34000.0,572.0,0.016823529411764706
254,2022-06-20,SMA5&TRIMA5^SMA5&TRIMA5,1,19.4500007629,34000.0,,
255,2022-06-29,SMA5&TRIMA5^SMA5&TRIMA5,-1,20.0,34000.0,961.0,0.028264705882352942
256,2022-07-05,SMA5&TRIMA5^SMA5&TRIMA5,1,19.1499996185,34000.0,,
257,2022-01-19,SMA5&TRIMA5^SMA5&TRIMA5,-1,20.8500003815,34000.0,3018.0,0.08876470588235294
